Year;Month;Day;Observer;Location;Site;Transect;DataType;SpeciesCN;SpeciesCode;SpeciesSN;Number;Size_cm ;TP_SIZE;TP_NO
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;french grunt;HAFL;Haemulon flavolineatum;2;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;caesar grunt;HACR;Haemulon carbonarium;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;schoolmaster;LUAP;Lutjanus apodus;20;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;red hind;EPGU;Epinephelus guttatus;1;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;queen parrotfish;SCVE;Scarus vetula;1;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;7;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;puddingwife;HARA;Halichoeres radiatus;1;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;3;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;1;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;2;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;banded butterflyfish;CHST;Chaetodon striatus;4;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;4;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;blue tang;ACCO;Acanthurus coeruleus;20;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;schoolmaster;LUAP;Lutjanus apodus;20;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;5;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;brown chromis;CHMU;Chromis multilineata;30;5;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;blue chromis;CHCY;Chromis cyanea;50;5;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;coney;CEFU;Cephalopholis fulva;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;red hind;EPGU;Epinephelus guttatus;2;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;graysby;CECR;Cephalopholis cruentata;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;3;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;3;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;queen parrotfish;SCVE;Scarus vetula;3;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;5;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;2;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;honeycomb cowfish;ACPO;Acanthostracion polygonius;2;30;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;queen triggerfish;;Balistes vetula;1;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;scrawled filefish;ALSC;Aluterus scriptus;1;40;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;5;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;2;QUAN;nassau grouper;EPST;Epinephelus striatus;1;40;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;blue tang;ACCO;Acanthurus coeruleus;10;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;horse-eye jack;CALA;Caranx latus;30;45;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;french grunt;HAFL;Haemulon flavolineatum;20;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;caesar grunt;HACR;Haemulon carbonarium;20;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;schoolmaster;LUAP;Lutjanus apodus;30;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;sergeant major;ABSA;Abudefduf saxatilis;5;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;sergeant major;ABSA;Abudefduf saxatilis;61;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;coney;CEFU;Cephalopholis fulva;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;red hind;EPGU;Epinephelus guttatus;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;3;QUAN;graysby;CECR;Cephalopholis cruentata;1;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;queen angelfish;HOCI;Holacanthus ciliaris;1;30;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;french angelfish;POPA;Pomacanthus paru;2;30;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;banded butterflyfish;CHST;Chaetodon striatus;4;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;4;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;spotfin butterflyfish;CHOU;Chaetodon ocellatus;4;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;horse-eye jack;CALA;Caranx latus;10;45;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;french grunt;HAFL;Haemulon flavolineatum;10;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;schoolmaster;LUAP;Lutjanus apodus;20;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;5;30;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;brown chromis;CHMU;Chromis multilineata;50;5;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;blue chromis;CHCY;Chromis cyanea;50;5;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;sergeant major;ABSA;Abudefduf saxatilis;50;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;coney;CEFU;Cephalopholis fulva;1;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;red hind;EPGU;Epinephelus guttatus;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;graysby;CECR;Cephalopholis cruentata;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;rock hind;EPAD;Epinephelus adscensionis;1;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;2;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;1;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;creole wrasse;CLPA;Clepticus parrae;3;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;5;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;5;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;5;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;5;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;10;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;4;QUAN;caribbean reef shark;CAPE;Carcharhinus perezi;1;100;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;10;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;10;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;5;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;caesar grunt;HACR;Haemulon carbonarium;1;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;schoolmaster;LUAP;Lutjanus apodus;15;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;2;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;sergeant major;ABSA;Abudefduf saxatilis;50;10;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;coney;CEFU;Cephalopholis fulva;1;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;red hind;EPGU;Epinephelus guttatus;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;graysby;CECR;Cephalopholis cruentata;1;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;rock hind;EPAD;Epinephelus adscensionis;1;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;4;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;2;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;2;20;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;scrawled cowfish;ACQU;Acanthostracion quadricornis;1;15;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;5;25;;
2017;December;13;TB;St Maarten;Proselyte Reef;5;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;10;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;4;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;spotfin butterflyfish;CHOU;Chaetodon ocellatus;4;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;5;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;french grunt;HAFL;Haemulon flavolineatum;5;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;coney;CEFU;Cephalopholis fulva;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;red hind;EPGU;Epinephelus guttatus;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;red hind;EPGU;Epinephelus guttatus;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;queen parrotfish;SCVE;Scarus vetula;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;honeycomb cowfish;ACPO;Acanthostracion polygonius;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;1;QUAN;black durgon;MENI;Melichthys niger;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;white grunt;HAPL;Haemulon plumierii;3;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;french grunt;HAFL;Haemulon flavolineatum;5;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;brown chromis;CHMU;Chromis multilineata;50;5;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;blue chromis;CHCY;Chromis cyanea;50;5;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;coney;CEFU;Cephalopholis fulva;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;red hind;EPGU;Epinephelus guttatus;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;graysby;CECR;Cephalopholis cruentata;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;graysby;CECR;Cephalopholis cruentata;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;3;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;queen parrotfish;SCVE;Scarus vetula;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;3;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;2;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;sheepshead porgy;CAPA;Calamus penna;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;french grunt;HAFL;Haemulon flavolineatum;6;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;5;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;coney;CEFU;Cephalopholis fulva;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;red hind;EPGU;Epinephelus guttatus;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;graysby;CECR;Cephalopholis cruentata;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;queen parrotfish;SCVE;Scarus vetula;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;queen parrotfish;SCVE;Scarus vetula;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;creole wrasse;CLPA;Clepticus parrae;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;2;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;2;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;3;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;3;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;great barracuda;SPBA;Sphyraena barracuda;1;45;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;french grunt;HAFL;Haemulon flavolineatum;10;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;schoolmaster;LUAP;Lutjanus apodus;5;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;schoolmaster;LUAP;Lutjanus apodus;20;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;blue chromis;CHCY;Chromis cyanea;50;5;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;sergeant major;ABSA;Abudefduf saxatilis;7;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;coney;CEFU;Cephalopholis fulva;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;red hind;EPGU;Epinephelus guttatus;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;graysby;CECR;Cephalopholis cruentata;1;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;graysby;CECR;Cephalopholis cruentata;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;3;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;queen parrotfish;SCVE;Scarus vetula;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;queen parrotfish;SCVE;Scarus vetula;3;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;3;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;3;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;2;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;6;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;4;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;banded butterflyfish;CHST;Chaetodon striatus;4;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;4;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;30;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;20;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;caesar grunt;HACR;Haemulon carbonarium;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;schoolmaster;LUAP;Lutjanus apodus;20;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;7;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;bicolor damselfish;STPA;Stegastes partitus;3;5;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;coney;CEFU;Cephalopholis fulva;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;red hind;EPGU;Epinephelus guttatus;3;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;red hind;EPGU;Epinephelus guttatus;1;30;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;graysby;CECR;Cephalopholis cruentata;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;graysby;CECR;Cephalopholis cruentata;2;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;rock hind;EPAD;Epinephelus adscensionis;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;harlequin bass;SETI;Serranus tigrinus;3;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;4;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;queen parrotfish;SCVE;Scarus vetula;1;25;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;4;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;30;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;creole wrasse;CLPA;Clepticus parrae;5;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;7;15;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;honeycomb cowfish;ACPO;Acanthostracion polygonius;2;10;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;honeycomb cowfish;ACPO;Acanthostracion polygonius;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;queen triggerfish;BAVE;Balistes vetula;3;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;black durgon;MENI;Melichthys niger;1;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;yellow goatfish;MUMA;Mulloidichthys martinicus;6;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;2;20;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;nurse shark;GICI;Ginglymostoma cirratum;1;100;;
2017;December;13;TB;St Maarten;Mikes Mazes;5;QUAN;great barracuda;SPBA;Sphyraena barracuda;1;50;;
2018;September;4;TB;St Maarten;Mikes Mazes;1;QUAN;brown chromis;CHMU;Chromis multilineata;15;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;1;QUAN;sergeant major;ABSA;Abudefduf saxatilis;50;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;4;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;1;QUAN;yellowtail parrotfish;SPRU;Sparisoma rubripinne;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;1;QUAN;queen triggerfish;BAVE;Balistes vetula;4;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;great barracuda;SPBA;Sphyraena barracuda;1;100;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;3;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;mahogany snapper;LUMA;Lutjanus mahogoni;1;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;3;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;yellowtail parrotfish;SPRU;Sparisoma rubripinne;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;longspine squirrelfish;HORU;Holocentrus rufus;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;2;QUAN;honeycomb cowfish;ACPO;Acanthostracion polygonius;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;queen angelfish;HOCI;Holacanthus ciliaris;1;35;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;banded butterflyfish;CHST;Chaetodon striatus;4;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;6;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;blue tang;ACCO;Acanthurus coeruleus;30;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;saucereye porgy;CACA;Calamus calamus;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;french grunt;HAFL;Haemulon flavolineatum;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;french grunt;HAFL;Haemulon flavolineatum;1;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;caesar grunt;HACR;Haemulon carbonarium;3;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;2;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;coney;CEFU;Cephalopholis fulva;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;coney;CEFU;Cephalopholis fulva;1;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;graysby;CECR;Cephalopholis cruentata;2;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;rock hind;EPAD;Epinephelus adscensionis;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;3;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;queen parrotfish;SCVE;Scarus vetula;2;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;4;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;yellowtail parrotfish;SPRU;Sparisoma rubripinne;1;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;creole wrasse;CLPA;Clepticus parrae;3;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;scrawled filefish;ALSC;Aluterus scriptus;2;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;3;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;white grunt;HAPL;Haemulon plumierii;2;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;white grunt;HAPL;Haemulon plumierii;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;schoolmaster;LUAP;Lutjanus apodus;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;brown chromis;CHMU;Chromis multilineata;2;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;blue chromis;CHCY;Chromis cyanea;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;blue chromis;CHCY;Chromis cyanea;1;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;coney;CEFU;Cephalopholis fulva;3;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;red hind;EPGU;Epinephelus guttatus;1;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;graysby;CECR;Cephalopholis cruentata;1;20;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;rock hind;EPAD;Epinephelus adscensionis;2;15;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;3;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;4;QUAN;slippery dick;HABI;Halichoeres bivittatus;1;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;5;QUAN;queen angelfish;HOCI;Holacanthus ciliaris;1;25;;
2018;September;4;TB;St Maarten;Mikes Mazes;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;5;QUAN;bar jack;CARU;Carangoides ruber;1;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;1;10;;
2018;September;4;TB;St Maarten;Mikes Mazes;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;5;15;;
