Year;Month;Day;Observer;Location;Site;Transect;DataType;SpeciesCN;SpeciesCode;SpeciesSN;Number;Size_cm ;TP_SIZE;TP_NO
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;banded butterflyfish;CHST;Chaetodon striatus;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;2;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;2;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;2;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;3;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;1;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;2;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;3;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;tomtate;HAAU;Haemulon aurolineatum;1;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;tomtate;HAAU;Haemulon aurolineatum;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;tomtate;HAAU;Haemulon aurolineatum;7;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;tomtate;HAAU;Haemulon aurolineatum;8;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;bicolor damselfish;STPA;Stegastes partitus;25;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;yellowtail damselfish;MICH;Microspathodon chrysurus;2;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;threespot damselfish;STPL;Stegastes planifrons;1;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;brown chromis;CHMU;Chromis multilineata;5;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;sergeant major;ABSA;Abudefduf saxatilis;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;coney;CEFU;Cephalopholis fulva;2;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;coney;CEFU;Cephalopholis fulva;2;25;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;fairy basslet;GRLO;Gramma loreto;2;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;yellowtail parrotfish;SPRU;Sparisoma rubripinne;1;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;yellowtail parrotfish;SPRU;Sparisoma rubripinne;2;25;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;80;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;7;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;3;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;spanish hogfish;BORU;Bodianus rufus;2;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;3;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;1;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;bandtail puffer;SPSP;Sphoeroides spengleri;1;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;queen triggerfish;BAVE;Balistes vetula;1;30;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;scrawled filefish;ALSC;Aluterus scriptus;2;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;1;QUAN;spotted scorpionfish;SCPL;Scorpaena plumieri;1;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;rock beauty;HOTR;Holacanthus tricolor;2;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;8;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;blue tang;ACCO;Acanthurus coeruleus;3;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;pluma porgy;CAPT;Calamus pennatula;2;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;french grunt;HAFL;Haemulon flavolineatum;1;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;tomtate;HAAU;Haemulon aurolineatum;30;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;bicolor damselfish;STPA;Stegastes partitus;35;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;yellowtail damselfish;MICH;Microspathodon chrysurus;1;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;brown chromis;CHMU;Chromis multilineata;2;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;sergeant major;ABSA;Abudefduf saxatilis;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;coney;CEFU;Cephalopholis fulva;9;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;queen parrotfish;SCVE;Scarus vetula;1;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;3;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;1;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;10;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;3;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;7;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;1;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;bandtail puffer;SPSP;Sphoeroides spengleri;3;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;spotted trunkfish;LABI;Lactophrys bicaudalis;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;queen triggerfish;BAVE;Balistes vetula;1;25;;
2016;July;25;TS;St Maarten;Frenchman Reef;2;QUAN;spotted drum;EQPU;Equetus punctatus;1;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;rock beauty;HOTR;Holacanthus tricolor;1;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;3;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;1;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;10;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;3;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;blue tang;ACCO;Acanthurus coeruleus;7;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;blue tang;ACCO;Acanthurus coeruleus;1;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;french grunt;HAFL;Haemulon flavolineatum;8;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;tomtate;HAAU;Haemulon aurolineatum;15;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;bicolor damselfish;STPA;Stegastes partitus;20;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;coney;CEFU;Cephalopholis fulva;9;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;fairy basslet;GRLO;Gramma loreto;2;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;25;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;queen parrotfish;SCVE;Scarus vetula;2;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;25;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;3;15;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;30;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;10;5;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;1;20;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;1;25;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;sharpnose puffer;CARO;Canthigaster rostrata;2;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;spotted goatfish;PSMA;Pseudupeneus maculatus;5;10;;
2016;July;25;TS;St Maarten;Frenchman Reef;3;QUAN;southern stingray;DAAM;Dasyatis americana;1;40;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;1;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;16;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;doctorfish;ACCH;Acanthurus chirurgus;3;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;blue tang;ACCO;Acanthurus coeruleus;7;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;french grunt;HAFL;Haemulon flavolineatum;5;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;bicolor damselfish;STPA;Stegastes partitus;22;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;yellowtail damselfish;MICH;Microspathodon chrysurus;1;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;yellowtail damselfish;MICH;Microspathodon chrysurus;3;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;sergeant major;ABSA;Abudefduf saxatilis;3;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;coney;CEFU;Cephalopholis fulva;3;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;coney;CEFU;Cephalopholis fulva;10;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;coney;CEFU;Cephalopholis fulva;3;20;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;20;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;3;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;70;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;20;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;1;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;3;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;8;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;2;20;;
2016;July;26;TS;St Maarten;Frenchman Reef;4;QUAN;queen triggerfish;BAVE;Balistes vetula;1;25;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;banded butterflyfish;CHST;Chaetodon striatus;2;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;2;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;10;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;6;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;doctorfish;ACCH;Acanthurus chirurgus;2;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;doctorfish;ACCH;Acanthurus chirurgus;1;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;2;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;3;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;1;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;bicolor damselfish;STPA;Stegastes partitus;10;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;coney;CEFU;Cephalopholis fulva;5;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;coney;CEFU;Cephalopholis fulva;5;20;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;fairy basslet;GRLO;Gramma loreto;1;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;15;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;25;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;1;10;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;1;20;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;45;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;5;5;;
2016;July;26;TS;St Maarten;Frenchman Reef;5;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;banded butterflyfish;CHST;Chaetodon striatus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;10;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;7;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;doctorfish;ACCH;Acanthurus chirurgus;3;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;doctorfish;ACCH;Acanthurus chirurgus;1;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;doctorfish;ACCH;Acanthurus chirurgus;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;blue tang;ACCO;Acanthurus coeruleus;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;white grunt;HAPL;Haemulon plumierii;2;20;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;french grunt;HAFL;Haemulon flavolineatum;4;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;bicolor damselfish;STPA;Stegastes partitus;27;5;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;sergeant major;ABSA;Abudefduf saxatilis;20;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;coney;CEFU;Cephalopholis fulva;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;25;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;30;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;7;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;3;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;11;5;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;25;5;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;4;10;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;5;15;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;squirrelfish;HOAD;Holocentrus adscensionis;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;1;QUAN;Atlantic trumpetfish;AUMA;Aulostomus maculatus;1;35;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;2;20;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;doctorfish;ACCH;Acanthurus chirurgus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;15;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;caesar grunt;HACR;Haemulon carbonarium;1;15;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;caesar grunt;HACR;Haemulon carbonarium;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;bicolor damselfish;STPA;Stegastes partitus;17;15;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;brown chromis;CHMU;Chromis multilineata;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;blue chromis;CHCY;Chromis cyanea;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;sergeant major;ABSA;Abudefduf saxatilis;10;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;sergeant major;ABSA;Abudefduf saxatilis;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;25;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;3;20;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;11;10;;
2016;July;27;TS;St Maarten;Mike's Maze;2;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;24;5;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;9;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;blue tang;ACCO;Acanthurus coeruleus;14;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;white grunt;HAPL;Haemulon plumierii;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;french grunt;HAFL;Haemulon flavolineatum;1;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;yellowtail snapper;OCCH;Ocyurus chrysurus;3;20;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;gray snapper;LUGR;Lutjanus griseus;1;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;bicolor damselfish;STPA;Stegastes partitus;5;5;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;yellowtail damselfish;MICH;Microspathodon chrysurus;1;10;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;brown chromis;CHMU;Chromis multilineata;20;5;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;blue chromis;CHCY;Chromis cyanea;20;5;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;coney;CEFU;Cephalopholis fulva;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;yellowfin grouper;MYVE;Mycteroperca venenosa;1;30;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;3;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;2;5;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;15;10;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;13;5;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;black durgon;MENI;Melichthys niger;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;3;QUAN;scrawled filefish;ALSC;Aluterus scriptus;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;foureye butterflyfish;CHCA;Chaetodon capistratus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;11;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;blue tang;ACCO;Acanthurus coeruleus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;blue tang;ACCO;Acanthurus coeruleus;5;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;french grunt;HAFL;Haemulon flavolineatum;9;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;bicolor damselfish;STPA;Stegastes partitus;15;5;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;brown chromis;CHMU;Chromis multilineata;6;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;sergeant major;ABSA;Abudefduf saxatilis;8;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;coney;CEFU;Cephalopholis fulva;5;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;stoplight parrotfish;SPVI;Sparisoma viride;1;25;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;queen parrotfish;SCVE;Scarus vetula;5;25;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;princess parrotfish;SCTA;Scarus taeniopterus;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;6;15;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;redband parrotfish;SPAU;Sparisoma aurofrenatum;2;20;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;yellowhead wrasse;HAGA;Halichoeres garnoti;20;5;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;20;5;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;bluehead wrasse;THBI;Thalassoma bifasciatum;3;10;;
2016;July;27;TS;St Maarten;Mike's Maze;4;QUAN;honeycomb cowfish;ACPO;Acanthostracion polygonius;2;20;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;7;10;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;75;15;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;ocean surgeonfish;ACBA;Acanthurus bahianus;2;20;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;2;10;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;3;15;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;blue tang;ACCO;Acanthurus coeruleus;1;20;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;french grunt;HAFL;Haemulon flavolineatum;2;15;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;bicolor damselfish;STPA;Stegastes partitus;11;5;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;brown chromis;CHMU;Chromis multilineata;5;10;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;blue chromis;CHCY;Chromis cyanea;10;10;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;sergeant major;ABSA;Abudefduf saxatilis;3;10;;
2016;July;27;TS;St Maarten;Mike's Maze;5;QUAN;coney;CEFU;Cephalopholis fulva;1;10;;
